Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
686,Entry long,2025-10-25 11:22,Long,111587.46,0.008961,999.9352291,-4.03,-0.40,0,0.00,-2.36,-0.24,-2720.39,-27.20
687,Exit long,2025-10-25 11:54,Close entry(s) order Long,111552.87,0.008957,999.9445218,-4.76,-0.48,0,0.00,-2.77,-0.28,-2725.15,-27.25
687,Entry long,2025-10-25 11:50,Long,111638.33,0.008957,999.9445218,-4.76,-0.48,0,0.00,-2.77,-0.28,-2725.15,-27.25
688,Exit long,2025-10-25 13:09,Close entry(s) order Long,111726.98,0.008959,999.9218739,-2.96,-0.30,0.6,0.06,-2.1,-0.21,-2728.11,-27.28
688,Entry long,2025-10-25 12:11,Long,111610.88,0.008959,999.9218739,-2.96,-0.30,0.6,0.06,-2.1,-0.21,-2728.11,-27.28
689,Exit long,2025-10-25 13:26,Close entry(s) order Long,111649.25,0.008947,999.9662864,-5.04,-0.50,0,0.00,-3.07,-0.31,-2733.15,-27.33
689,Entry long,2025-10-25 13:17,Long,111765.54,0.008947,999.9662864,-5.04,-0.50,0,0.00,-3.07,-0.31,-2733.15,-27.33
690,Exit long,2025-10-25 14:28,Close entry(s) order Long,111600.36,0.008958,999.922238,-4.21,-0.42,0,0.00,-2.31,-0.23,-2737.36,-27.37
690,Entry long,2025-10-25 14:01,Long,111623.38,0.008958,999.922238,-4.21,-0.42,0,0.00,-2.31,-0.23,-2737.36,-27.37
691,Exit long,2025-10-25 15:54,Close entry(s) order Long,111331.25,0.008971,999.8936652,-5.14,-0.51,0,0.00,-3.17,-0.32,-2742.49,-27.42
691,Entry long,2025-10-25 15:39,Long,111458.44,0.008971,999.8936652,-5.14,-0.51,0,0.00,-3.17,-0.32,-2742.49,-27.42
692,Exit long,2025-10-25 17:25,Close entry(s) order Long,111328.03,0.008989,999.9680912,-3.24,-0.32,0,0.00,-2.1,-0.21,-2745.74,-27.46
692,Entry long,2025-10-25 16:43,Long,111243.53,0.008989,999.9680912,-3.24,-0.32,0,0.00,-2.1,-0.21,-2745.74,-27.46
693,Exit long,2025-10-25 19:09,Close entry(s) order Long,111571.49,0.008981,999.8910132,-1.87,-0.19,1.14,0.11,-2.57,-0.26,-2747.61,-27.48
693,Entry long,2025-10-25 17:59,Long,111334.04,0.008981,999.8910132,-1.87,-0.19,1.14,0.11,-2.57,-0.26,-2747.61,-27.48
694,Exit long,2025-10-25 19:23,Close entry(s) order Long,111574.39,0.00896,999.9393152,-4.23,-0.42,0,0.00,-2.31,-0.23,-2751.84,-27.52
694,Entry long,2025-10-25 19:21,Long,111600.37,0.00896,999.9393152,-4.23,-0.42,0,0.00,-2.31,-0.23,-2751.84,-27.52
695,Exit long,2025-10-25 19:39,Close entry(s) order Long,111565.82,0.008959,999.949826,-4.43,-0.44,0,0.00,-2.66,-0.27,-2756.27,-27.56
695,Entry long,2025-10-25 19:24,Long,111614,0.008959,999.949826,-4.43,-0.44,0,0.00,-2.66,-0.27,-2756.27,-27.56
696,Exit long,2025-10-25 19:46,Close entry(s) order Long,111562.35,0.008958,999.9221485,-4.55,-0.45,0,0.00,-2.55,-0.25,-2760.81,-27.61
696,Entry long,2025-10-25 19:41,Long,111623.37,0.008958,999.9221485,-4.55,-0.45,0,0.00,-2.55,-0.25,-2760.81,-27.61
697,Exit long,2025-10-25 20:13,Close entry(s) order Long,111538.97,0.00896,999.973632,-4.58,-0.46,0,0.00,-2.58,-0.26,-2765.4,-27.65
697,Entry long,2025-10-25 20:06,Long,111604.2,0.00896,999.973632,-4.58,-0.46,0,0.00,-2.58,-0.26,-2765.4,-27.65
698,Exit long,2025-10-25 20:54,Close entry(s) order Long,111467.69,0.00897,999.9884271,-4.12,-0.41,0,0.00,-2.21,-0.22,-2769.52,-27.70
698,Entry long,2025-10-25 20:53,Long,111481.43,0.00897,999.9884271,-4.12,-0.41,0,0.00,-2.21,-0.22,-2769.52,-27.70
699,Exit long,2025-10-25 20:58,Close entry(s) order Long,111441.95,0.00897,999.9538926,-4.32,-0.43,0,0.00,-2.32,-0.23,-2773.84,-27.74
699,Entry long,2025-10-25 20:57,Long,111477.58,0.00897,999.9538926,-4.32,-0.43,0,0.00,-2.32,-0.23,-2773.84,-27.74
700,Exit long,2025-10-25 23:11,Close entry(s) order Long,111547.39,0.008973,999.9326356,-3.02,-0.30,0,0.00,-2.64,-0.26,-2776.86,-27.77
700,Entry long,2025-10-25 21:58,Long,111437.94,0.008973,999.9326356,-3.02,-0.30,0,0.00,-2.64,-0.26,-2776.86,-27.77
701,Exit long,2025-10-25 23:20,Close entry(s) order Long,111532.72,0.008959,999.8964304,-4.67,-0.47,0,0.00,-2.72,-0.27,-2781.53,-27.82
701,Entry long,2025-10-25 23:14,Long,111608.04,0.008959,999.8964304,-4.67,-0.47,0,0.00,-2.72,-0.27,-2781.53,-27.82
702,Exit long,2025-10-25 23:44,Close entry(s) order Long,111525.51,0.008963,999.9170304,-4.31,-0.43,0,0.00,-2.31,-0.23,-2785.85,-27.86
702,Entry long,2025-10-25 23:43,Long,111560.53,0.008963,999.9170304,-4.31,-0.43,0,0.00,-2.31,-0.23,-2785.85,-27.86
703,Exit long,2025-10-26 00:06,Close entry(s) order Long,111504.44,0.008961,999.9410537,-4.75,-0.47,0,0.00,-2.75,-0.27,-2790.59,-27.91
703,Entry long,2025-10-25 23:55,Long,111588.11,0.008961,999.9410537,-4.75,-0.47,0,0.00,-2.75,-0.27,-2790.59,-27.91
704,Exit long,2025-10-26 00:55,Close entry(s) order Long,111703.95,0.00896,999.973632,-3.11,-0.31,0.28,0.03,-2.5,-0.25,-2793.7,-27.94
704,Entry long,2025-10-26 00:15,Long,111604.2,0.00896,999.973632,-3.11,-0.31,0.28,0.03,-2.5,-0.25,-2793.7,-27.94
705,Exit long,2025-10-26 01:20,Close entry(s) order Long,111677.1,0.008944,999.9380373,-5.1,-0.51,0,0.00,-3.2,-0.32,-2798.8,-27.99
705,Entry long,2025-10-26 01:11,Long,111799.87,0.008944,999.9380373,-5.1,-0.51,0,0.00,-3.2,-0.32,-2798.8,-27.99
706,Exit long,2025-10-26 01:56,Close entry(s) order Long,111538.44,0.008951,999.965172,-5.58,-0.56,0,0.00,-3.63,-0.36,-2804.38,-28.04
706,Entry long,2025-10-26 01:43,Long,111715.47,0.008951,999.965172,-5.58,-0.56,0,0.00,-3.63,-0.36,-2804.38,-28.04
707,Exit long,2025-10-26 02:45,Close entry(s) order Long,111573.52,0.008957,999.9481046,-4.58,-0.46,0,0.00,-2.86,-0.29,-2808.96,-28.09
707,Entry long,2025-10-26 02:29,Long,111638.73,0.008957,999.9481046,-4.58,-0.46,0,0.00,-2.86,-0.29,-2808.96,-28.09
708,Exit long,2025-10-26 03:25,Close entry(s) order Long,111439.22,0.00897,999.9195375,-4.31,-0.43,0,0.00,-2.31,-0.23,-2813.27,-28.13
708,Entry long,2025-10-26 03:21,Long,111473.75,0.00897,999.9195375,-4.31,-0.43,0,0.00,-2.31,-0.23,-2813.27,-28.13
709,Exit long,2025-10-26 03:35,Close entry(s) order Long,111427.71,0.008969,999.8923723,-4.5,-0.45,0,0.00,-2.5,-0.25,-2817.77,-28.18
709,Entry long,2025-10-26 03:28,Long,111483.15,0.008969,999.8923723,-4.5,-0.45,0,0.00,-2.5,-0.25,-2817.77,-28.18
710,Exit long,2025-10-26 05:01,Close entry(s) order Long,111377.83,0.008982,999.934623,-3.54,-0.35,0,0.00,-2.5,-0.25,-2821.31,-28.21
710,Entry long,2025-10-26 04:13,Long,111326.5,0.008982,999.934623,-3.54,-0.35,0,0.00,-2.5,-0.25,-2821.31,-28.21
711,Exit long,2025-10-26 06:05,Close entry(s) order Long,111537.23,0.008973,999.9441211,-3.12,-0.31,0,0.00,-2.02,-0.20,-2824.43,-28.24
711,Entry long,2025-10-26 05:11,Long,111439.22,0.008973,999.9441211,-3.12,-0.31,0,0.00,-2.02,-0.20,-2824.43,-28.24
712,Exit long,2025-10-26 07:34,Close entry(s) order Long,111640.86,0.008962,999.9392725,-3.41,-0.34,0,0.00,-2.26,-0.23,-2827.84,-28.28
712,Entry long,2025-10-26 06:23,Long,111575.46,0.008962,999.9392725,-3.41,-0.34,0,0.00,-2.26,-0.23,-2827.84,-28.28
713,Exit long,2025-10-26 08:37,Close entry(s) order Long,111750,0.008954,999.9254144,-3.32,-0.33,0,0.00,-2.2,-0.22,-2831.16,-28.31
713,Entry long,2025-10-26 07:35,Long,111673.6,0.008954,999.9254144,-3.32,-0.33,0,0.00,-2.2,-0.22,-2831.16,-28.31
714,Exit long,2025-10-26 08:57,Close entry(s) order Long,111771.95,0.008943,999.9012692,-4.32,-0.43,0,0.00,-2.44,-0.24,-2835.48,-28.35
714,Entry long,2025-10-26 08:39,Long,111808.26,0.008943,999.9012692,-4.32,-0.43,0,0.00,-2.44,-0.24,-2835.48,-28.35
715,Exit long,2025-10-26 10:08,Close entry(s) order Long,112317.93,0.008941,999.980842,0.25,0.02,6.07,0.61,-2,-0.20,-2835.24,-28.35
715,Entry long,2025-10-26 09:20,Long,111842.17,0.008941,999.980842,0.25,0.02,6.07,0.61,-2,-0.20,-2835.24,-28.35
716,Exit long,2025-10-26 12:40,Close entry(s) order Long,113428.82,0.008897,999.9995788,5.16,0.51,9.73,0.97,-2.47,-0.25,-2830.08,-28.30
716,Entry long,2025-10-26 10:39,Long,112397.39,0.008897,999.9995788,5.16,0.51,9.73,0.97,-2.47,-0.25,-2830.08,-28.30
717,Exit long,2025-10-26 13:03,Close entry(s) order Long,113406.67,0.0088,999.91496,-5.93,-0.59,0,0.00,-3.94,-0.39,-2836.01,-28.36
717,Entry long,2025-10-26 12:49,Long,113626.7,0.0088,999.91496,-5.93,-0.59,0,0.00,-3.94,-0.39,-2836.01,-28.36
718,Exit long,2025-10-26 13:55,Close entry(s) order Long,113476.55,0.008814,999.9854951,-3.8,-0.38,1.53,0.15,-2.75,-0.27,-2839.81,-28.40
718,Entry long,2025-10-26 13:23,Long,113454.22,0.008814,999.9854951,-3.8,-0.38,1.53,0.15,-2.75,-0.27,-2839.81,-28.40
719,Exit long,2025-10-26 13:59,Close entry(s) order Long,113526.42,0.008807,999.9287257,-4.1,-0.41,0,0.00,-2.1,-0.21,-2843.92,-28.44
719,Entry long,2025-10-26 13:58,Long,113537.95,0.008807,999.9287257,-4.1,-0.41,0,0.00,-2.1,-0.21,-2843.92,-28.44
720,Exit long,2025-10-26 14:24,Close entry(s) order Long,113514.91,0.008804,999.8883282,-4.5,-0.45,0,0.00,-2.68,-0.27,-2848.42,-28.48
720,Entry long,2025-10-26 14:05,Long,113572.05,0.008804,999.8883282,-4.5,-0.45,0,0.00,-2.68,-0.27,-2848.42,-28.48
721,Exit long,2025-10-26 14:52,Close entry(s) order Long,113507.24,0.008796,999.8955913,-5.48,-0.55,0,0.00,-3.76,-0.38,-2853.9,-28.54
721,Entry long,2025-10-26 14:35,Long,113676.17,0.008796,999.8955913,-5.48,-0.55,0,0.00,-3.76,-0.38,-2853.9,-28.54
722,Exit long,2025-10-26 15:38,Close entry(s) order Long,113319.24,0.008819,999.903776,-4.54,-0.45,0,0.00,-2.54,-0.25,-2858.44,-28.58
722,Entry long,2025-10-26 15:36,Long,113380.63,0.008819,999.903776,-4.54,-0.45,0,0.00,-2.54,-0.25,-2858.44,-28.58
723,Exit long,2025-10-26 16:07,Close entry(s) order Long,113351.43,0.00882,999.9914022,-4.23,-0.42,0,0.00,-2.55,-0.25,-2862.67,-28.63
723,Entry long,2025-10-26 15:48,Long,113377.71,0.00882,999.9914022,-4.23,-0.42,0,0.00,-2.55,-0.25,-2862.67,-28.63
724,Exit long,2025-10-26 17:01,Close entry(s) order Long,113386.5,0.008822,999.9730825,-3.68,-0.37,0.65,0.06,-2.15,-0.21,-2866.35,-28.66
724,Entry long,2025-10-26 16:36,Long,113349.93,0.008822,999.9730825,-3.68,-0.37,0.65,0.06,-2.15,-0.21,-2866.35,-28.66
725,Exit long,2025-10-26 17:37,Close entry(s) order Long,113537.93,0.008805,999.9901016,-4.29,-0.43,0,0.00,-2.54,-0.25,-2870.64,-28.71
725,Entry long,2025-10-26 17:09,Long,113570.71,0.008805,999.9901016,-4.29,-0.43,0,0.00,-2.54,-0.25,-2870.64,-28.71
726,Exit long,2025-10-26 18:29,Close entry(s) order Long,113449,0.008811,999.9504336,-4.35,-0.43,0,0.00,-2.73,-0.27,-2874.99,-28.75
726,Entry long,2025-10-26 18:12,Long,113488.87,0.008811,999.9504336,-4.35,-0.43,0,0.00,-2.73,-0.27,-2874.99,-28.75
727,Exit long,2025-10-26 18:57,Close entry(s) order Long,113583.96,0.008804,999.9915111,-4,-0.40,0,0.00,-2.24,-0.22,-2878.99,-28.79
727,Entry long,2025-10-26 18:33,Long,113583.77,0.008804,999.9915111,-4,-0.40,0,0.00,-2.24,-0.22,-2878.99,-28.79
728,Exit long,2025-10-26 19:42,Close entry(s) order Long,113529.6,0.008805,999.9525923,-4.32,-0.43,0,0.00,-2.54,-0.25,-2883.31,-28.83
728,Entry long,2025-10-26 19:25,Long,113566.45,0.008805,999.9525923,-4.32,-0.43,0,0.00,-2.54,-0.25,-2883.31,-28.83
729,Exit long,2025-10-26 23:10,Close entry(s) order Long,114377.11,0.008828,999.8886772,5.81,0.58,15.59,1.56,-2.89,-0.29,-2877.5,-28.77
729,Entry long,2025-10-26 21:38,Long,113263.33,0.008828,999.8886772,5.81,0.58,15.59,1.56,-2.89,-0.29,-2877.5,-28.77
730,Exit long,2025-10-26 23:57,Close entry(s) order Long,114419.22,0.008733,999.9362724,-4.71,-0.47,0,0.00,-2.95,-0.29,-2882.21,-28.82
730,Entry long,2025-10-26 23:34,Long,114500.89,0.008733,999.9362724,-4.71,-0.47,0,0.00,-2.95,-0.29,-2882.21,-28.82
731,Exit long,2025-10-27 00:00,Close entry(s) order Long,114322.55,0.008733,999.9525157,-5.57,-0.56,0,0.00,-3.69,-0.37,-2887.78,-28.88
731,Entry long,2025-10-26 23:59,Long,114502.75,0.008733,999.9525157,-5.57,-0.56,0,0.00,-3.69,-0.37,-2887.78,-28.88
732,Exit long,2025-10-27 00:47,Close entry(s) order Long,114719.84,0.008726,999.9267379,-2.88,-0.29,2.46,0.25,-2.05,-0.20,-2890.66,-28.91
732,Entry long,2025-10-27 00:02,Long,114591.65,0.008726,999.9267379,-2.88,-0.29,2.46,0.25,-2.05,-0.20,-2890.66,-28.91
733,Exit long,2025-10-27 02:17,Close entry(s) order Long,115080.28,0.008703,999.8894106,-2.35,-0.23,2.53,0.25,-3.12,-0.31,-2893.01,-28.93
733,Entry long,2025-10-27 01:03,Long,114890.2,0.008703,999.8894106,-2.35,-0.23,2.53,0.25,-3.12,-0.31,-2893.01,-28.93
734,Exit long,2025-10-27 03:29,Close entry(s) order Long,114919.28,0.008699,999.9084688,-4.22,-0.42,0.44,0.04,-2.23,-0.22,-2897.23,-28.97
734,Entry long,2025-10-27 03:06,Long,114945.22,0.008699,999.9084688,-4.22,-0.42,0.44,0.04,-2.23,-0.22,-2897.23,-28.97
735,Exit long,2025-10-27 04:00,Close entry(s) order Long,114960.39,0.008691,999.9438741,-4.82,-0.48,0,0.00,-3.18,-0.32,-2902.06,-29.02
735,Entry long,2025-10-27 03:49,Long,115055.1,0.008691,999.9438741,-4.82,-0.48,0,0.00,-3.18,-0.32,-2902.06,-29.02
736,Exit long,2025-10-27 06:03,Close entry(s) order Long,115389.96,0.008695,999.9768222,-0.67,-0.07,3.48,0.35,-2,-0.20,-2902.72,-29.03
736,Entry long,2025-10-27 04:09,Long,115005.96,0.008695,999.9768222,-0.67,-0.07,3.48,0.35,-2,-0.20,-2902.72,-29.03
737,Exit long,2025-10-27 07:14,Close entry(s) order Long,115824.48,0.008651,999.9903715,-2,-0.20,4.27,0.43,-2.47,-0.25,-2904.72,-29.05
737,Entry long,2025-10-27 06:17,Long,115592.46,0.008651,999.9903715,-2,-0.20,4.27,0.43,-2.47,-0.25,-2904.72,-29.05
738,Exit long,2025-10-27 07:29,Close entry(s) order Long,115872.59,0.008623,999.9567959,-4.79,-0.48,0,0.00,-2.92,-0.29,-2909.51,-29.10
738,Entry long,2025-10-27 07:21,Long,115963.91,0.008623,999.9567959,-4.79,-0.48,0,0.00,-2.92,-0.29,-2909.51,-29.10
739,Exit long,2025-10-27 09:17,Close entry(s) order Long,114931.2,0.008696,999.894255,-4.45,-0.44,0,0.00,-2.57,-0.26,-2913.96,-29.14
739,Entry long,2025-10-27 09:16,Long,114983.24,0.008696,999.894255,-4.45,-0.44,0,0.00,-2.57,-0.26,-2913.96,-29.14
740,Exit long,2025-10-27 10:02,Close entry(s) order Long,115105.4,0.008697,999.9843649,-2.91,-0.29,1.08,0.11,-2.01,-0.20,-2916.87,-29.17
740,Entry long,2025-10-27 09:18,Long,114980.38,0.008697,999.9843649,-2.91,-0.29,1.08,0.11,-2.01,-0.20,-2916.87,-29.17
741,Exit long,2025-10-27 10:57,Close entry(s) order Long,115353.69,0.008669,999.9126281,-3.91,-0.39,0,0.00,-2.65,-0.26,-2920.78,-29.21
741,Entry long,2025-10-27 10:06,Long,115343.48,0.008669,999.9126281,-3.91,-0.39,0,0.00,-2.65,-0.26,-2920.78,-29.21
742,Exit long,2025-10-27 11:07,Close entry(s) order Long,115400.83,0.008664,999.9885698,-4.16,-0.41,0,0.00,-2.52,-0.25,-2924.94,-29.25
742,Entry long,2025-10-27 11:01,Long,115418.81,0.008664,999.9885698,-4.16,-0.41,0,0.00,-2.52,-0.25,-2924.94,-29.25
743,Exit long,2025-10-27 11:53,Close entry(s) order Long,115329.29,0.008666,999.9074315,-4.46,-0.45,0,0.00,-2.65,-0.26,-2929.4,-29.29
743,Entry long,2025-10-27 11:35,Long,115382.81,0.008666,999.9074315,-4.46,-0.45,0,0.00,-2.65,-0.26,-2929.4,-29.29
744,Exit long,2025-10-27 11:59,Close entry(s) order Long,115347.86,0.008664,999.9526142,-4.58,-0.46,0,0.00,-2.68,-0.27,-2933.98,-29.34
744,Entry long,2025-10-27 11:58,Long,115414.66,0.008664,999.9526142,-4.58,-0.46,0,0.00,-2.68,-0.27,-2933.98,-29.34
745,Exit long,2025-10-27 13:25,Close entry(s) order Long,115119.93,0.008683,999.8942514,-4.31,-0.43,0,0.00,-2.6,-0.26,-2938.29,-29.38
745,Entry long,2025-10-27 13:06,Long,115155.39,0.008683,999.8942514,-4.31,-0.43,0,0.00,-2.6,-0.26,-2938.29,-29.38
746,Exit long,2025-10-27 14:06,Close entry(s) order Long,114772.27,0.008674,999.9789674,-8.44,-0.84,0,0.00,-6.53,-0.65,-2946.72,-29.47
746,Entry long,2025-10-27 13:52,Long,115284.64,0.008674,999.9789674,-8.44,-0.84,0,0.00,-6.53,-0.65,-2946.72,-29.47
747,Exit long,2025-10-27 14:49,Close entry(s) order Long,114849.53,0.008694,999.950495,-5.45,-0.54,0,0.00,-3.91,-0.39,-2952.17,-29.52
747,Entry long,2025-10-27 14:28,Long,115016.16,0.008694,999.950495,-5.45,-0.54,0,0.00,-3.91,-0.39,-2952.17,-29.52
748,Exit long,2025-10-27 15:09,Close entry(s) order Long,114806,0.008698,999.9169482,-5.33,-0.53,0,0.00,-3.58,-0.36,-2957.5,-29.57
748,Entry long,2025-10-27 15:06,Long,114959.41,0.008698,999.9169482,-5.33,-0.53,0,0.00,-3.58,-0.36,-2957.5,-29.57
749,Exit long,2025-10-27 15:44,Close entry(s) order Long,114952.08,0.0087,999.972084,-3.89,-0.39,0.4,0.04,-2.4,-0.24,-2961.39,-29.61
749,Entry long,2025-10-27 15:10,Long,114939.32,0.0087,999.972084,-3.89,-0.39,0.4,0.04,-2.4,-0.24,-2961.39,-29.61
750,Exit long,2025-10-27 17:21,Close entry(s) order Long,115466.91,0.008694,999.9561461,-0.09,-0.01,3.82,0.38,-2,-0.20,-2961.48,-29.61
750,Entry long,2025-10-27 16:05,Long,115016.81,0.008694,999.9561461,-0.09,-0.01,3.82,0.38,-2,-0.20,-2961.48,-29.61
751,Exit long,2025-10-27 17:50,Close entry(s) order Long,115565.05,0.00865,999.9499475,-4.31,-0.43,0,0.00,-24.47,-2.44,-2965.79,-29.66
751,Entry long,2025-10-27 17:38,Long,115601.15,0.00865,999.9499475,-4.31,-0.43,0,0.00,-24.47,-2.44,-2965.79,-29.66
752,Exit long,2025-10-27 18:20,Close entry(s) order Long,115531.51,0.008647,999.979548,-4.98,-0.50,0,0.00,-3.1,-0.31,-2970.77,-29.71
752,Entry long,2025-10-27 17:55,Long,115644.68,0.008647,999.979548,-4.98,-0.50,0,0.00,-3.1,-0.31,-2970.77,-29.71
753,Exit long,2025-10-27 18:52,Close entry(s) order Long,115456.14,0.008658,999.9536321,-4.33,-0.43,0,0.00,-2.46,-0.25,-2975.1,-29.75
753,Entry long,2025-10-27 18:50,Long,115494.76,0.008658,999.9536321,-4.33,-0.43,0,0.00,-2.46,-0.25,-2975.1,-29.75
754,Exit long,2025-10-27 22:00,Close entry(s) order Long,114163.99,0.00874,999.9746892,-6.18,-0.62,0,0.00,-4.18,-0.42,-2981.28,-29.81
754,Entry long,2025-10-27 21:46,Long,114413.58,0.00874,999.9746892,-6.18,-0.62,0,0.00,-4.18,-0.42,-2981.28,-29.81
755,Exit long,2025-10-27 22:31,Close entry(s) order Long,114264.73,0.00874,999.9513534,-5.27,-0.53,0,0.00,-3.81,-0.38,-2986.55,-29.87
755,Entry long,2025-10-27 22:10,Long,114410.91,0.00874,999.9513534,-5.27,-0.53,0,0.00,-3.81,-0.38,-2986.55,-29.87
756,Exit long,2025-10-28 00:00,Close entry(s) order Long,114028.51,0.008766,999.9165816,-4.34,-0.43,0,0.00,-2.45,-0.24,-2990.9,-29.91
756,Entry long,2025-10-27 23:32,Long,114067.6,0.008766,999.9165816,-4.34,-0.43,0,0.00,-2.45,-0.24,-2990.9,-29.91
757,Exit long,2025-10-28 00:34,Close entry(s) order Long,114018.04,0.008759,999.9404033,-5.25,-0.52,0,0.00,-3.26,-0.32,-2996.15,-29.96
757,Entry long,2025-10-28 00:16,Long,114161.48,0.008759,999.9404033,-5.25,-0.52,0,0.00,-3.26,-0.32,-2996.15,-29.96
758,Exit long,2025-10-28 01:33,Close entry(s) order Long,114111.76,0.008764,999.8874768,-3.81,-0.38,0,0.00,-2.39,-0.24,-2999.96,-30.00
758,Entry long,2025-10-28 01:03,Long,114090.31,0.008764,999.8874768,-3.81,-0.38,0,0.00,-2.39,-0.24,-2999.96,-30.00
759,Exit long,2025-10-28 02:11,Close entry(s) order Long,114141.12,0.008748,999.8867772,-5.38,-0.54,0,0.00,-3.38,-0.34,-3005.34,-30.05
759,Entry long,2025-10-28 01:36,Long,114298.9,0.008748,999.8867772,-5.38,-0.54,0,0.00,-3.38,-0.34,-3005.34,-30.05
760,Exit long,2025-10-28 03:12,Close entry(s) order Long,113813.31,0.008768,999.9530483,-6.03,-0.60,0,0.00,-4.29,-0.43,-3011.37,-30.11
760,Entry long,2025-10-28 03:04,Long,114045.74,0.008768,999.9530483,-6.03,-0.60,0,0.00,-4.29,-0.43,-3011.37,-30.11
761,Exit long,2025-10-28 03:32,Close entry(s) order Long,113897.68,0.008771,999.8961927,-4.9,-0.49,0,0.00,-3.28,-0.33,-3016.27,-30.16
761,Entry long,2025-10-28 03:26,Long,114000.25,0.008771,999.8961927,-4.9,-0.49,0,0.00,-3.28,-0.33,-3016.27,-30.16
762,Exit long,2025-10-28 03:35,Close entry(s) order Long,113876.99,0.008773,999.9360124,-4.89,-0.49,0,0.00,-2.98,-0.30,-3021.16,-30.21
762,Entry long,2025-10-28 03:33,Long,113978.8,0.008773,999.9360124,-4.89,-0.49,0,0.00,-2.98,-0.30,-3021.16,-30.21
763,Exit long,2025-10-28 04:09,Close entry(s) order Long,113859.15,0.008776,999.9580636,-4.73,-0.47,0,0.00,-3.43,-0.34,-3025.89,-30.26
763,Entry long,2025-10-28 03:58,Long,113942.35,0.008776,999.9580636,-4.73,-0.47,0,0.00,-3.43,-0.34,-3025.89,-30.26
764,Exit long,2025-10-28 04:30,Close entry(s) order Long,113835.96,0.008777,999.9508834,-4.81,-0.48,0,0.00,-2.93,-0.29,-3030.7,-30.31
764,Entry long,2025-10-28 04:14,Long,113928.55,0.008777,999.9508834,-4.81,-0.48,0,0.00,-2.93,-0.29,-3030.7,-30.31
765,Exit long,2025-10-28 04:37,Close entry(s) order Long,113865.88,0.008778,999.9536824,-4.44,-0.44,0,0.00,-2.79,-0.28,-3035.14,-30.35
765,Entry long,2025-10-28 04:35,Long,113915.89,0.008778,999.9536824,-4.44,-0.44,0,0.00,-2.79,-0.28,-3035.14,-30.35
766,Exit long,2025-10-28 05:04,Close entry(s) order Long,113942,0.008776,999.9117263,-3.96,-0.39,0,0.00,-2.46,-0.25,-3039.1,-30.39
766,Entry long,2025-10-28 04:38,Long,113937.07,0.008776,999.9117263,-3.96,-0.39,0,0.00,-2.46,-0.25,-3039.1,-30.39
767,Exit long,2025-10-28 05:33,Close entry(s) order Long,113885.75,0.008774,999.9173283,-4.68,-0.47,0,0.00,-2.99,-0.30,-3043.78,-30.44
767,Entry long,2025-10-28 05:27,Long,113963.68,0.008774,999.9173283,-4.68,-0.47,0,0.00,-2.99,-0.30,-3043.78,-30.44
768,Exit long,2025-10-28 07:35,Close entry(s) order Long,114170.43,0.008788,999.9793138,-0.66,-0.07,2.76,0.28,-2.25,-0.22,-3044.43,-30.44
768,Entry long,2025-10-28 06:09,Long,113789.18,0.008788,999.9793138,-0.66,-0.07,2.76,0.28,-2.25,-0.22,-3044.43,-30.44
769,Exit long,2025-10-28 07:55,Close entry(s) order Long,114190.02,0.00875,999.9800125,-4.82,-0.48,0,0.00,-3.02,-0.30,-3049.25,-30.49
769,Entry long,2025-10-28 07:45,Long,114283.43,0.00875,999.9800125,-4.82,-0.48,0,0.00,-3.02,-0.30,-3049.25,-30.49
770,Exit long,2025-10-28 09:11,Close entry(s) order Long,114359.38,0.008749,999.9039622,-3.37,-0.34,1.1,0.11,-2.03,-0.20,-3052.62,-30.53
770,Entry long,2025-10-28 08:21,Long,114287.8,0.008749,999.9039622,-3.37,-0.34,1.1,0.11,-2.03,-0.20,-3052.62,-30.53
771,Exit long,2025-10-28 10:12,Close entry(s) order Long,114477.66,0.008734,999.942297,-4.09,-0.41,0,0.00,-2.53,-0.25,-3056.72,-30.57
771,Entry long,2025-10-28 09:42,Long,114488.47,0.008734,999.942297,-4.09,-0.41,0,0.00,-2.53,-0.25,-3056.72,-30.57
772,Exit long,2025-10-28 10:37,Close entry(s) order Long,114489.2,0.008734,999.924829,-3.98,-0.40,0,0.00,-2.11,-0.21,-3060.69,-30.61
772,Entry long,2025-10-28 10:13,Long,114486.47,0.008734,999.924829,-3.98,-0.40,0,0.00,-2.11,-0.21,-3060.69,-30.61
773,Exit long,2025-10-28 11:05,Close entry(s) order Long,114501,0.008728,999.9119736,-4.55,-0.45,0,0.00,-2.55,-0.25,-3065.24,-30.65
773,Entry long,2025-10-28 10:45,Long,114563.7,0.008728,999.9119736,-4.55,-0.45,0,0.00,-2.55,-0.25,-3065.24,-30.65
774,Exit long,2025-10-28 11:26,Close entry(s) order Long,114539.21,0.008726,999.9451498,-4.47,-0.45,0,0.00,-3,-0.30,-3069.71,-30.70
774,Entry long,2025-10-28 11:19,Long,114593.76,0.008726,999.9451498,-4.47,-0.45,0,0.00,-3,-0.30,-3069.71,-30.70
775,Exit long,2025-10-28 11:42,Close entry(s) order Long,114547.52,0.008728,999.9389431,-4.17,-0.42,0,0.00,-2.86,-0.29,-3073.88,-30.74
